"COUNTRY","POPULATION (M)","GDP (B, USD)","G20 RANK","OECD RANK","ASIA RANK","OVERALL RANK","POST CITY","POST COUNTRY","TYPE OF POST","POST TYPE TITLE"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Maputo","Mozambique","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Yangon","Myanmar","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Kathmandu","Nepal","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","The Hague","Netherlands","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Wellington","New Zealand","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Managua","Nicaragua","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Abuja","Nigeria","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Oslo","Norway","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Muscat","Oman","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Islamabad","Pakistan","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Panama City","Panama","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Port Moresby","Papua New Guinea","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Asuncion","Paraguay","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Lima","Peru","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Manila","Philippines","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Warsaw","Poland","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Lisbon","Portugal","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Doha","Qatar","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Bucharest","Romania","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Moscow","Russian Federation","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Kigali","Rwanda","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Riyadh","Saudi Arabia","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Dakar","Senegal","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Belgrade","Serbia","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Singapore","Singapore","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Bratislava","Slovak Republic","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Pretoria","South Africa","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Madrid","Spain","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Colombo","Sri Lanka","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Khartoum","Sudan","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Stockholm","Sweden","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Bern","Switzerland","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Dushanbe","Tajikistan","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Dar Es Salaam","Tanzania United Republic of","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Bangkok","Thailand","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Dili","Timor-Leste","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Port of Spain","Trinidad and Tobago","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Tunis","Tunisia","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Ankara","Turkey","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Ashgabat","Turkmenistan","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Kampala","Uganda","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Kiev","Ukraine","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Abu Dhabi","United Arab Emirates","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","London","United Kingdom","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Washington DC","United States","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Montevideo","Uruguay","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Tashkent","Uzbekistan","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Holy See","Vatican City State","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Caracas","Venezuela Bolivarian Republic of","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Hanoi","Vietnam","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Sana'a","Yemen","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Harare","Zimbabwe","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Melbourne","Australia","Consulate / Consulate-General","Consulate"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Sydney","Australia","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Sao Paolo","Brazil","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Siem Reap","Cambodia","Consulate / Consulate-General","Consulate"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Montreal","Canada","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Toronto","Canada","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Vancouver","Canada","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Chengdu","China","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Guangzhou","China","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Hong Kong","China","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Qingdao","China","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Shanghai","China","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Shenyang","China","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Wuhan","China","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Xian","China","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Frankfurt","Germany","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Hamburg","Germany","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Chennai","India","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Mumbai","India","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Erbil","Iraq","Consulate / Consulate-General","Consulate"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Milan","Italy","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Fukuoka","Japan","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Hiroshima","Japan","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Kobe","Japan","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Nagoya","Japan","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Niigata","Japan","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Osaka","Japan","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Sapporo","Japan","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Sendai","Japan","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Yokohama","Japan","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Auckland","New Zealand","Consulate / Consulate-General","Consulate"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Cebu","Philippines","Consulate / Consulate-General","Consulate"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Irkutsk","Russian Federation","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","St. Petersburg","Russian Federation","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Vladivostok","Russian Federation","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Jeddah","Saudi Arabia","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Las Palmas","Spain","Consulate / Consulate-General","Consulate"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Istanbul","Turkey","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Dubai","United Arab Emirates","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Atlanta","United States","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Boston","United States","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Chicago","United States","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Honolulu","United States","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Houston","United States","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Los Angeles","United States","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","New York","United States","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","San Francisco","United States","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Seattle","United States","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Ho Chi Minh City","Vietnam","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Paris","France","Permanent Mission","Mission to OECD"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Paris","France","Permanent Mission","Mission to UNESCO"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Jakarta","Indonesia","Permanent Mission","Mission to ASEAN"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Geneva","Switzerland","Permanent Mission","Mission to UN/Int'l Orgs"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","New York","United States","Permanent Mission","Mission to UN"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Dalian","China","Other","Consular Office"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Malabo","Equatorial Guinea","Other","Office of the Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Tbilisi","Georgia","Other","Office of the Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Bonn","Germany","Other","Office of the Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Riga","Latvia","Other","Office of the Embassy"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Lagos","Nigeria","Other","Office"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Karachi","Pakistan","Other","Office"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Ramallah","Palestine*","Other","Representative Office"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Yuzhno-Sakhalinsk","Russian Federation","Other","Consular Office"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Taipei","Taiwan*","Other","Representative Office"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Anchorage","United States","Other","Consular Office"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Dallas","United States","Other","Consular Office"
"Korea Republic of (South Korea)","51.2","1411","11","9","3","12","Hagatna","Guam (US territory)","Other","Consular Office"
"Lao People's Democratic Republic","6.8","16","","","19","55","Canberra","Australia","Embassy / High Commission","Embassy"
"Lao People's Democratic Republic","6.8","16","","","19","55","Vienna","Austria","Embassy / High Commission","Embassy"
"Lao People's Democratic Republic","6.8","16","","","19","55","Brussels","Belgium","Embassy / High Commission","Embassy"
"Lao People's Democratic Republic","6.8","16","","","19","55","Bandar Seri Begawan","Brunei Darussalam","Embassy / High Commission","Embassy"
"Lao People's Democratic Republic","6.8","16","","","19","55","Phnom Penh","Cambodia","Embassy / High Commission","Embassy"
"Lao People's Democratic Republic","6.8","16","","","19","55","Beijing","China","Embassy / High Commission","Embassy"
"Lao People's Democratic Republic","6.8","16","","","19","55","Havana","Cuba","Embassy / High Commission","Embassy"
"Lao People's Democratic Republic","6.8","16","","","19","55","Paris","France","Embassy / High Commission","Embassy"
"Lao People's Democratic Republic","6.8","16","","","19","55","Berlin","Germany","Embassy / High Commission","Embassy"
"Lao People's Democratic Republic","6.8","16","","","19","55","New Delhi","India","Embassy / High Commission","Embassy"
"Lao People's Democratic Republic","6.8","16","","","19","55","Jakarta","Indonesia","Embassy / High Commission","Embassy"
"Lao People's Democratic Republic","6.8","16","","","19","55","Tokyo","Japan","Embassy / High Commission","Embassy"
"Lao People's Democratic Republic","6.8","16","","","19","55","Pyongyang","Korea Democratic People's Republic of (North Korea)","Embassy / High Commission","Embassy"
"Lao People's Democratic Republic","6.8","16","","","19","55","Seoul","Korea Republic of (South Korea)","Embassy / High Commission","Embassy"
"Lao People's Democratic Republic","6.8","16","","","19","55","Kuwait City","Kuwait","Embassy / High Commission","Embassy"
"Lao People's Democratic Republic","6.8","16","","","19","55","Kuala Lumpur","Malaysia","Embassy / High Commission","Embassy"
"Lao People's Democratic Republic","6.8","16","","","19","55","Ulaanbaatar","Mongolia","Embassy / High Commission","Embassy"
"Lao People's Democratic Republic","6.8","16","","","19","55","Yangon","Myanmar","Embassy / High Commission","Embassy"
"Lao People's Democratic Republic","6.8","16","","","19","55","Manila","Philippines","Embassy / High Commission","Embassy"
"Lao People's Democratic Republic","6.8","16","","","19","55","Moscow","Russian Federation","Embassy / High Commission","Embassy"
"Lao People's Democratic Republic","6.8","16","","","19","55","Singapore","Singapore","Embassy / High Commission","Embassy"
"Lao People's Democratic Republic","6.8","16","","","19","55","Stockholm","Sweden","Embassy / High Commission","Embassy"
"Lao People's Democratic Republic","6.8","16","","","19","55","Bangkok","Thailand","Embassy / High Commission","Embassy"
"Lao People's Democratic Republic","6.8","16","","","19","55","London","United Kingdom","Embassy / High Commission","Embassy"
"Lao People's Democratic Republic","6.8","16","","","19","55","Washington DC","United States","Embassy / High Commission","Embassy"
"Lao People's Democratic Republic","6.8","16","","","19","55","Hanoi","Vietnam","Embassy / High Commission","Embassy"
"Lao People's Democratic Republic","6.8","16","","","19","55","Stung Treng","Cambodia","Consulate / Consulate-General","Consulate-General"
"Lao People's Democratic Republic","6.8","16","","","19","55","Guangzhou","China","Consulate / Consulate-General","Consulate-General"
"Lao People's Democratic Republic","6.8","16","","","19","55","Hong Kong","China","Consulate / Consulate-General","Consulate-General"
"Lao People's Democratic Republic","6.8","16","","","19","55","Kunming","China","Consulate / Consulate-General","Consulate-General"
"Lao People's Democratic Republic","6.8","16","","","19","55","Nanning","China","Consulate / Consulate-General","Consulate-General"
"Lao People's Democratic Republic","6.8","16","","","19","55","Shanghai","China","Consulate / Consulate-General","Consulate-General"
"Lao People's Democratic Republic","6.8","16","","","19","55","Khon Kaen","Thailand","Consulate / Consulate-General","Consulate-General"
"Lao People's Democratic Republic","6.8","16","","","19","55","Danang","Vietnam","Consulate / Consulate-General","Consulate-General"
"Lao People's Democratic Republic","6.8","16","","","19","55","Ho Chi Minh City","Vietnam","Consulate / Consulate-General","Consulate-General"
"Lao People's Democratic Republic","6.8","16","","","19","55","Jakarta","Indonesia","Permanent Mission","Mission to ASEAN"
"Lao People's Democratic Republic","6.8","16","","","19","55","Geneva","Switzerland","Permanent Mission","Mission to UN"
"Lao People's Democratic Republic","6.8","16","","","19","55","New York","United States","Permanent Mission","Mission to UN"
"Latvia","2","27.7","","32","","50","Vienna","Austria","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","Baku","Azerbaijan","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","Minsk","Belarus","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","Brussels","Belgium","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","Ottawa","Canada","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","Beijing","China","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","Prague","Czech Republic","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","Copenhagen","Denmark","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","Cairo","Egypt","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","Talinn","Estonia","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","Helsinki","Finland","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","Paris","France","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","Tbilisi","Georgia","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","Berlin","Germany","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","Athens","Greece","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","Budapest","Hungary","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","New Delhi","India","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","Dublin","Ireland","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","Tel Aviv","Israel","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","Rome","Italy","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","Tokyo","Japan","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","Astana","Kazakhstan","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","Seoul","Korea Republic of (South Korea)","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","Vilnius","Lithuania","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","Chisinau","Moldova Republic of","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","The Hague","Netherlands","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","Oslo","Norway","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","Warsaw","Poland","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","Moscow","Russian Federation","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","Madrid","Spain","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","Stockholm","Sweden","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","Ankara","Turkey","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","Kiev","Ukraine","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","Abu Dhabi","United Arab Emirates","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","London","United Kingdom","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","Washington DC","United States","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","Tashkent","Uzbekistan","Embassy / High Commission","Embassy"
"Latvia","2","27.7","","32","","50","Vitebsk","Belarus","Consulate / Consulate-General","Consulate"
"Latvia","2","27.7","","32","","50","Pskov","Russian Federation","Consulate / Consulate-General","Consulate"
"Latvia","2","27.7","","32","","50","St. Petersburg","Russian Federation","Consulate / Consulate-General","Consulate-General"
"Latvia","2","27.7","","32","","50","Vienna","Austria","Permanent Mission","Permanent Mission to UN, OSCE & other Int'l Orgs"
"Latvia","2","27.7","","32","","50","Brussels","Belgium","Permanent Mission","Permanent Mission to EU"
"Latvia","2","27.7","","32","","50","Brussels","Belgium","Permanent Mission","Permanent Mission to NATO"
"Latvia","2","27.7","","32","","50","Paris","France","Permanent Mission","Permanent Mission to OECD"
"Latvia","2","27.7","","32","","50","Strasbourg","France","Permanent Mission","Permanent Mission to COE"
"Latvia","2","27.7","","32","","50","Geneva","Switzerland","Permanent Mission","Permanent Mission to UN"
"Latvia","2","27.7","","32","","50","New York","United States","Permanent Mission","Permanent Mission to UN"
"Luxembourg","0.6","60","","34","","58","Vienna","Austria","Embassy / High Commission","Embassy & Mission to OSCE/UN"
"Luxembourg","0.6","60","","34","","58","Brussels","Belgium","Embassy / High Commission","Embassy"
"Luxembourg","0.6","60","","34","","58","Ouagadougou","Burkina Faso","Embassy / High Commission","Embassy"
"Luxembourg","0.6","60","","34","","58","Beijing","China","Embassy / High Commission","Embassy"
"Luxembourg","0.6","60","","34","","58","Prague","Czech Republic","Embassy / High Commission","Embassy"
"Luxembourg","0.6","60","","34","","58","Copenhagen","Denmark","Embassy / High Commission","Embassy"
"Luxembourg","0.6","60","","34","","58","Paris","France","Embassy / High Commission","Embassy & Mission to OECD/UNESCO"
"Luxembourg","0.6","60","","34","","58","Berlin","Germany","Embassy / High Commission","Embassy"
"Luxembourg","0.6","60","","34","","58","Athens","Greece","Embassy / High Commission","Embassy"
"Luxembourg","0.6","60","","34","","58","New Delhi","India","Embassy / High Commission","Embassy"
"Luxembourg","0.6","60","","34","","58","Rome","Italy","Embassy / High Commission","Embassy & Mission to FAO"
"Luxembourg","0.6","60","","34","","58","Tokyo","Japan","Embassy / High Commission","Embassy"
"Luxembourg","0.6","60","","34","","58","Vientiane","Lao People's Democratic Republic","Embassy / High Commission","Embassy"
"Luxembourg","0.6","60","","34","","58","The Hague","Netherlands","Embassy / High Commission","Embassy & Permanent Mission"
"Luxembourg","0.6","60","","34","","58","Warsaw","Poland","Embassy / High Commission","Embassy"
"Luxembourg","0.6","60","","34","","58","Lisbon","Portugal","Embassy / High Commission","Embassy"
"Luxembourg","0.6","60","","34","","58","Moscow","Russian Federation","Embassy / High Commission","Embassy"
"Luxembourg","0.6","60","","34","","58","Dakar","Senegal","Embassy / High Commission","Embassy"
"Luxembourg","0.6","60","","34","","58","Madrid","Spain","Embassy / High Commission","Embassy"
"Luxembourg","0.6","60","","34","","58","Bern","Switzerland","Embassy / High Commission","Embassy"
"Luxembourg","0.6","60","","34","","58","Bangkok","Thailand","Embassy / High Commission","Embassy & Permanent Mission"
"Luxembourg","0.6","60","","34","","58","Ankara","Turkey","Embassy / High Commission","Embassy"
"Luxembourg","0.6","60","","34","","58","Abu Dhabi","United Arab Emirates","Embassy / High Commission","Embassy"
"Luxembourg","0.6","60","","34","","58","London","United Kingdom","Embassy / High Commission","Embassy & Mission to IOM"
"Luxembourg","0.6","60","","34","","58","Washington DC","United States","Embassy / High Commission","Embassy"
"Luxembourg","0.6","60","","34","","58","Brussels","Belgium","Consulate / Consulate-General","Consulate-General"
"Luxembourg","0.6","60","","34","","58","Shanghai","China","Consulate / Consulate-General","Consulate-General"
"Luxembourg","0.6","60","","34","","58","Strasbourg","France","Consulate / Consulate-General","Consulate-General"
"Luxembourg","0.6","60","","34","","58","Geneva","Switzerland","Consulate / Consulate-General","Consulate-General & Mission to UN"
"Luxembourg","0.6","60","","34","","58","New York","United States","Consulate / Consulate-General","Consulate-General"
"Luxembourg","0.6","60","","34","","58","San Francisco","United States","Consulate / Consulate-General","Consulate-General"
"Luxembourg","0.6","60","","34","","58","Washington DC","United States","Consulate / Consulate-General","Consulate"
"Luxembourg","0.6","60","","34","","58","Brussels","Belgium","Permanent Mission","Mission to COPS"
"Luxembourg","0.6","60","","34","","58","Brussels","Belgium","Permanent Mission","Mission to EU"
"Luxembourg","0.6","60","","34","","58","New York","United States","Permanent Mission","Mission to UN"
"Luxembourg","0.6","60","","34","","58","Taipei","Taiwan*","Other","Office"
"Malaysia","31.2","296","","","8","32","Algiers","Algeria","Embassy / High Commission","Embassy"
"Malaysia","31.2","296","","","8","32","Buenos Aires","Argentina","Embassy / High Commission","Embassy"
"Malaysia","31.2","296","","","8","32","Canberra","Australia","Embassy / High Commission","High Commission"
"Malaysia","31.2","296","","","8","32","Vienna","Austria","Embassy / High Commission","Embassy"
"Malaysia","31.2","296","","","8","32","Baku","Azerbaijan","Embassy / High Commission","Embassy"
"Malaysia","31.2","296","","","8","32","Manama","Bahrain","Embassy / High Commission","Embassy"
"Malaysia","31.2","296","","","8","32","Dhaka","Bangladesh","Embassy / High Commission","High Commission"
"Malaysia","31.2","296","","","8","32","Brussels","Belgium","Embassy / High Commission","Embassy"
"Malaysia","31.2","296","","","8","32","Sarajevo","Bosnia and Herzegovina","Embassy / High Commission","Embassy"
"Malaysia","31.2","296","","","8","32","Brasilia","Brazil","Embassy / High Commission","Embassy"
"Malaysia","31.2","296","","","8","32","Bandar Seri Begawan","Brunei Darussalam","Embassy / High Commission","High Commission"
"Malaysia","31.2","296","","","8","32","Phnom Penh","Cambodia","Embassy / High Commission","Embassy"
"Malaysia","31.2","296","","","8","32","Ottawa","Canada","Embassy / High Commission","High Commission"
"Malaysia","31.2","296","","","8","32","Santiago","Chile","Embassy / High Commission","Embassy"
"Malaysia","31.2","296","","","8","32","Beijing","China","Embassy / High Commission","Embassy"
"Malaysia","31.2","296","","","8","32","Zagreb","Croatia","Embassy / High Commission","Embassy"
"Malaysia","31.2","296","","","8","32","Havana","Cuba","Embassy / High Commission","Embassy"
"Malaysia","31.2","296","","","8","32","Prague","Czech Republic","Embassy / High Commission","Embassy"
"Malaysia","31.2","296","","","8","32","Cairo","Egypt","Embassy / High Commission","Embassy"
"Malaysia","31.2","296","","","8","32","Suva","Fiji","Embassy / High Commission","High Commission"
"Malaysia","31.2","296","","","8","32","Helsinki","Finland","Embassy / High Commission","Embassy"
"Malaysia","31.2","296","","","8","32","Paris","France","Embassy / High Commission","Embassy"
