"COUNTRY","POPULATION (M)","GDP (B, USD)","G20 RANK","OECD RANK","OVERALL RANK","POST CITY","POST COUNTRY","TYPE OF POST","POST TYPE TITLE"
"Argentina","43","538","14","","15","Algiers","Algeria","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Luanda","Angola","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Yerevan","Armenia","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Canberra","Australia","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Vienna","Austria","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Baku","Azerbaijan","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Bridgetown","Barbados","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Brussels","Belgium","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","La Paz","Bolivia Plurinational State of","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Brasilia","Brazil","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Sofia","Bulgaria","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Ottawa","Canada","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Santiago","Chile","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Beijing","China","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Bogota","Colombia","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","San Jose","Costa Rica","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Havana","Cuba","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Prague","Czech Republic","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Copenhagen","Denmark","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Santo Domingo","Dominican Republic","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Quito","Ecuador","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Cairo","Egypt","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","San Salvador","El Salvador","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Addis Ababa","Ethiopia","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Helsinki","Finland","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Paris","France","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Berlin","Germany","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Athens","Greece","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Guatemala City","Guatemala","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Georgetown","Guyana","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Port-au-Prince","Haiti","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Tegucigalpa","Honduras","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Budapest","Hungary","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","New Delhi","India","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Jakarta","Indonesia","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Tehran","Iran Islamic Republic of","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Dublin","Ireland","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Tel Aviv","Israel","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Rome","Italy","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Kingston","Jamaica","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Tokyo","Japan","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Nairobi","Kenya","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Seoul","Korea Republic of (South Korea)","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Kuwait City","Kuwait","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Beirut","Lebanon","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Tripoli","Libya","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Kuala Lumpur","Malaysia","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Mexico City","Mexico","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Rabat","Morocco","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","The Hague","Netherlands","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Wellington","New Zealand","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Managua","Nicaragua","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Abuja","Nigeria","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Oslo","Norway","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Islamabad","Pakistan","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Panama City","Panama","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Asuncion","Paraguay","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Lima","Peru","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Manila","Philippines","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Warsaw","Poland","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Lisbon","Portugal","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Doha","Qatar","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Bucharest","Romania","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Moscow","Russian Federation","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Castries","Saint Lucia","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Riyadh","Saudi Arabia","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Belgrade","Serbia","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Pretoria","South Africa","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Madrid","Spain","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Paramaribo","Suriname","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Stockholm","Sweden","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Bern","Switzerland","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Bangkok","Thailand","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Port of Spain","Trinidad and Tobago","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Tunis","Tunisia","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Ankara","Turkey","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Kiev","Ukraine","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Abu Dhabi","United Arab Emirates","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","London","United Kingdom","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Washington DC","United States","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Montevideo","Uruguay","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Holy See","Holy See (Vatican City State)","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Caracas","Venezuela Bolivarian Republic of","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Hanoi","Vietnam","Embassy / High Commission","Embassy"
"Argentina","43","538","14","","15","Sydney","Australia","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Cochabamba","Bolivia Plurinational State of","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","La Paz","Bolivia Plurinational State of","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Santa Cruz","Bolivia Plurinational State of","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Tarija","Bolivia Plurinational State of","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Villazon","Bolivia Plurinational State of","Consulate / Consulate-General","Consulate"
"Argentina","43","538","14","","15","Yacuiba","Bolivia Plurinational State of","Consulate / Consulate-General","Consulate"
"Argentina","43","538","14","","15","Belo Horizonte","Brazil","Consulate / Consulate-General","Consulate"
"Argentina","43","538","14","","15","Curitiba","Brazil","Consulate / Consulate-General","Consulate"
"Argentina","43","538","14","","15","Florianopolis","Brazil","Consulate / Consulate-General","Consulate"
"Argentina","43","538","14","","15","Foz do Iguacu","Brazil","Consulate / Consulate-General","Consulate"
"Argentina","43","538","14","","15","Porto Alegre","Brazil","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Recife","Brazil","Consulate / Consulate-General","Consulate"
"Argentina","43","538","14","","15","Rio de Janeiro","Brazil","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Salvador","Brazil","Consulate / Consulate-General","Consulate"
"Argentina","43","538","14","","15","Sao Paolo","Brazil","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Uruguayana","Brazil","Consulate / Consulate-General","Consulate"
"Argentina","43","538","14","","15","Montreal","Canada","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Toronto","Canada","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Antofagasta","Chile","Consulate / Consulate-General","Consulate"
"Argentina","43","538","14","","15","Concepcion","Chile","Consulate / Consulate-General","Consulate"
"Argentina","43","538","14","","15","Puerto Montt","Chile","Consulate / Consulate-General","Consulate"
"Argentina","43","538","14","","15","Punta Arenas","Chile","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Santiago","Chile","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Valparaiso","Chile","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Guangzhou","China","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Hong Kong","China","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Shanghai","China","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Guayaquil","Ecuador","Consulate / Consulate-General","Consulate"
"Argentina","43","538","14","","15","Bonn","Germany","Consulate / Consulate-General","Consulate"
"Argentina","43","538","14","","15","Frankfurt","Germany","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Hamburg","Germany","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Mumbai","India","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Milan","Italy","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Rome","Italy","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Mexico City","Mexico","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Asuncion","Paraguay","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Ciudad del Este","Paraguay","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Encarnacion","Paraguay","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Lima","Peru","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Johannesburg","South Africa","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Barcelona","Spain","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Cadiz","Spain","Consulate / Consulate-General","Consulate"
"Argentina","43","538","14","","15","Madrid","Spain","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Palma de Mallorca","Spain","Consulate / Consulate-General","Consulate"
"Argentina","43","538","14","","15","Tenerife","Spain","Consulate / Consulate-General","Consulate"
"Argentina","43","538","14","","15","Vigo","Spain","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Istanbul","Turkey","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","London","United Kingdom","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Atlanta","United States","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Chicago","United States","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Houston","United States","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Los Angeles","United States","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Miami","United States","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","New York","United States","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Colonia del Sacramento","Uruguay","Consulate / Consulate-General","Consulate"
"Argentina","43","538","14","","15","Fray Bentos","Uruguay","Consulate / Consulate-General","Consulate"
"Argentina","43","538","14","","15","Maldonado","Uruguay","Consulate / Consulate-General","Consulate"
"Argentina","43","538","14","","15","Montevideo","Uruguay","Consulate / Consulate-General","Consulate-General"
"Argentina","43","538","14","","15","Paysandu","Uruguay","Consulate / Consulate-General","Consulate"
"Argentina","43","538","14","","15","Salto","Uruguay","Consulate / Consulate-General","Consulate"
"Argentina","43","538","14","","15","Brussels","Belgium","Permanent Mission","Mission to EU"
"Argentina","43","538","14","","15","Paris","France","Permanent Mission","Mission to UNESCO"
"Argentina","43","538","14","","15","Rome","Italy","Permanent Mission","Mission to FAO"
"Argentina","43","538","14","","15","Geneva","Switzerland","Permanent Mission","Mission to UN"
"Argentina","43","538","14","","15","New York","United States","Permanent Mission","Mission to UN"
"Argentina","43","538","14","","15","Washington DC","United States","Permanent Mission","Mission to OAS"
"Argentina","43","538","14","","15","Montevideo","Uruguay","Permanent Mission","Mission to MERCOSUR"
"Argentina","43","538","14","","15","Ramallah","Palestine*","Other","Representative Office"
"Australia","23.5","1455","18","20","27","Kabul","Afghanistan","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Buenos Aires","Argentina","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Vienna","Austria","Embassy / High Commission","Embassy & Mission to UN"
"Australia","23.5","1455","18","20","27","Dhaka","Bangladesh","Embassy / High Commission","High Commission"
"Australia","23.5","1455","18","20","27","Brussels","Belgium","Embassy / High Commission","Embassy & Mission to EU"
"Australia","23.5","1455","18","20","27","Brasilia","Brazil","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Bandar Seri Begawan","Brunei Darussalam","Embassy / High Commission","High Commission"
"Australia","23.5","1455","18","20","27","Phnom Penh","Cambodia","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Ottawa","Canada","Embassy / High Commission","High Commission"
"Australia","23.5","1455","18","20","27","Santiago","Chile","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Beijing","China","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Zagreb","Croatia","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Nicosia","Cyprus","Embassy / High Commission","High Commission"
"Australia","23.5","1455","18","20","27","Copenhagen","Denmark","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Cairo","Egypt","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Addis Ababa","Ethiopia","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Suva","Fiji","Embassy / High Commission","High Commission"
"Australia","23.5","1455","18","20","27","Paris","France","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Berlin","Germany","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Accra","Ghana","Embassy / High Commission","High Commission"
"Australia","23.5","1455","18","20","27","Athens","Greece","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","New Delhi","India","Embassy / High Commission","High Commission"
"Australia","23.5","1455","18","20","27","Jakarta","Indonesia","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Tehran","Iran Islamic Republic of","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Baghdad","Iraq","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Dublin","Ireland","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Tel Aviv","Israel","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Rome","Italy","Embassy / High Commission","Embassy & Mission to FAO"
"Australia","23.5","1455","18","20","27","Tokyo","Japan","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Amman","Jordan","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Nairobi","Kenya","Embassy / High Commission","High Commission"
"Australia","23.5","1455","18","20","27","Tarawa","Kiribati","Embassy / High Commission","High Commission"
"Australia","23.5","1455","18","20","27","Seoul","Korea Republic of (South Korea)","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Kuwait City","Kuwait","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Vientiane","Lao People's Democratic Republic","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Beirut","Lebanon","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Kuala Lumpur","Malaysia","Embassy / High Commission","High Commission"
"Australia","23.5","1455","18","20","27","Malta (Ta'xbiex)","Malta","Embassy / High Commission","High Commission"
"Australia","23.5","1455","18","20","27","Port Louis","Mauritius","Embassy / High Commission","High Commission"
"Australia","23.5","1455","18","20","27","Mexico City","Mexico","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Pohnpei","Micronesia Federated States of","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Ulaanbaatar","Mongolia","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Yangon","Myanmar","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Nauru","Nauru","Embassy / High Commission","High Commission"
"Australia","23.5","1455","18","20","27","Kathmandu","Nepal","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","The Hague","Netherlands","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Wellington","New Zealand","Embassy / High Commission","High Commission"
"Australia","23.5","1455","18","20","27","Abuja","Nigeria","Embassy / High Commission","High Commission"
"Australia","23.5","1455","18","20","27","Islamabad","Pakistan","Embassy / High Commission","High Commission"
"Australia","23.5","1455","18","20","27","Port Moresby","Papua New Guinea","Embassy / High Commission","High Commission"
"Australia","23.5","1455","18","20","27","Lima","Peru","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Manila","Philippines","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Warsaw","Poland","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Lisbon","Portugal","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Doha","Qatar","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Moscow","Russian Federation","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Apia","Samoa","Embassy / High Commission","High Commission"
"Australia","23.5","1455","18","20","27","Riyadh","Saudi Arabia","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Belgrade","Serbia","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Singapore","Singapore","Embassy / High Commission","High Commission"
"Australia","23.5","1455","18","20","27","Honiara","Solomon Islands","Embassy / High Commission","High Commission"
"Australia","23.5","1455","18","20","27","Pretoria","South Africa","Embassy / High Commission","High Commission"
"Australia","23.5","1455","18","20","27","Madrid","Spain","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Colombo","Sri Lanka","Embassy / High Commission","High Commission"
"Australia","23.5","1455","18","20","27","Stockholm","Sweden","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Bangkok","Thailand","Embassy / High Commission","Embassy & Mission to UN/ESCAP"
"Australia","23.5","1455","18","20","27","Dili","Timor-Leste","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Nuku'Alofa","Tonga","Embassy / High Commission","High Commission"
"Australia","23.5","1455","18","20","27","Port of Spain","Trinidad and Tobago","Embassy / High Commission","High Commission"
"Australia","23.5","1455","18","20","27","Ankara","Turkey","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Kiev","Ukraine","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Abu Dhabi","United Arab Emirates","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","London","United Kingdom","Embassy / High Commission","High Commission"
"Australia","23.5","1455","18","20","27","Washington DC","United States","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Port Vila","Vanuatu","Embassy / High Commission","High Commission"
"Australia","23.5","1455","18","20","27","Holy See","Holy See (Vatican City State)","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Hanoi","Vietnam","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Harare","Zimbabwe","Embassy / High Commission","Embassy"
"Australia","23.5","1455","18","20","27","Sao Paolo","Brazil","Consulate / Consulate-General","Consulate-General (Austrade)"
"Australia","23.5","1455","18","20","27","Toronto","Canada","Consulate / Consulate-General","Consulate-General (Austrade)"
"Australia","23.5","1455","18","20","27","Chengdu","China","Consulate / Consulate-General","Consulate-General"
"Australia","23.5","1455","18","20","27","Guangzhou","China","Consulate / Consulate-General","Consulate-General"
"Australia","23.5","1455","18","20","27","Hong Kong","China","Consulate / Consulate-General","Consulate-General"
"Australia","23.5","1455","18","20","27","Shanghai","China","Consulate / Consulate-General","Consulate-General"
"Australia","23.5","1455","18","20","27","Bogota","Colombia","Consulate / Consulate-General","Consulate-General (Austrade)"
"Australia","23.5","1455","18","20","27","Frankfurt","Germany","Consulate / Consulate-General","Consulate-General (Austrade)"
"Australia","23.5","1455","18","20","27","Chennai","India","Consulate / Consulate-General","Consulate-General"
"Australia","23.5","1455","18","20","27","Mumbai","India","Consulate / Consulate-General","Consulate-General"
"Australia","23.5","1455","18","20","27","Denpasar","Indonesia","Consulate / Consulate-General","Consulate-General"
"Australia","23.5","1455","18","20","27","Makassar","Indonesia","Consulate / Consulate-General","Consulate-General"
"Australia","23.5","1455","18","20","27","Milan","Italy","Consulate / Consulate-General","Consulate-General (Austrade)"
"Australia","23.5","1455","18","20","27","Fukuoka","Japan","Consulate / Consulate-General","Consulate-General (Austrade)"
"Australia","23.5","1455","18","20","27","Osaka","Japan","Consulate / Consulate-General","Consulate-General (Austrade)"
"Australia","23.5","1455","18","20","27","Sapporo","Japan","Consulate / Consulate-General","Consulate (Austrade)"
"Australia","23.5","1455","18","20","27","Noumea","New Caledonia (French territory)","Consulate / Consulate-General","Consulate-General"
"Australia","23.5","1455","18","20","27","Auckland","New Zealand","Consulate / Consulate-General","Consulate-General (Austrade)"
"Australia","23.5","1455","18","20","27","Geneva","Switzerland","Consulate / Consulate-General","Consulate-General & Mission to WTO"
"Australia","23.5","1455","18","20","27","Phuket","Thailand","Consulate / Consulate-General","Consulate-General"
"Australia","23.5","1455","18","20","27","Canakkale","Turkey","Consulate / Consulate-General","Consulate"
"Australia","23.5","1455","18","20","27","Istanbul","Turkey","Consulate / Consulate-General","Consulate-General (Austrade)"
"Australia","23.5","1455","18","20","27","Dubai","United Arab Emirates","Consulate / Consulate-General","Consulate-General (Austrade)"
"Australia","23.5","1455","18","20","27","Chicago","United States","Consulate / Consulate-General","Consulate-General"
"Australia","23.5","1455","18","20","27","Honolulu","United States","Consulate / Consulate-General","Consulate-General"
"Australia","23.5","1455","18","20","27","Houston","United States","Consulate / Consulate-General","Consulate (Austrade)"
"Australia","23.5","1455","18","20","27","Los Angeles","United States","Consulate / Consulate-General","Consulate-General"
"Australia","23.5","1455","18","20","27","New York","United States","Consulate / Consulate-General","Consulate-General"
"Australia","23.5","1455","18","20","27","San Francisco","United States","Consulate / Consulate-General","Consulate-General (Austrade)"
"Australia","23.5","1455","18","20","27","Ho Chi Minh City","Vietnam","Consulate / Consulate-General","Consulate-General"
"Australia","23.5","1455","18","20","27","Paris","France","Permanent Mission","Mission to OECD"
"Australia","23.5","1455","18","20","27","Geneva","Switzerland","Permanent Mission","Mission to UN"
"Australia","23.5","1455","18","20","27","New York","United States","Permanent Mission","Mission to UN"
"Australia","23.5","1455","18","20","27","Ramallah","Palestine*","Other","Representative Office"
"Australia","23.5","1455","18","20","27","Taipei","Taiwan*","Other","The Australian Office"
"Austria","8.5","437","","25","33","Tirana","Albania","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Algiers","Algeria","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Buenos Aires","Argentina","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Canberra","Australia","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Baku","Azerbaijan","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Brussels","Belgium","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Sarajevo","Bosnia and Herzegovina","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Brasilia","Brazil","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Sofia","Bulgaria","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Ottawa","Canada","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Santiago","Chile","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Beijing","China","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Zagreb","Croatia","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Havana","Cuba","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Nicosia","Cyprus","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Prague","Czech Republic","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Copenhagen","Denmark","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Cairo","Egypt","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Talinn","Estonia","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Addis Ababa","Ethiopia","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Helsinki","Finland","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Paris","France","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Berlin","Germany","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Athens","Greece","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Budapest","Hungary","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","New Delhi","India","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Jakarta","Indonesia","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Tehran","Iran Islamic Republic of","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Dublin","Ireland","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Tel Aviv","Israel","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Rome","Italy","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Tokyo","Japan","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Amman","Jordan","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Astana","Kazakhstan","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Nairobi","Kenya","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Seoul","Korea Republic of (South Korea)","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Pristina","Kosovo*","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Kuwait City","Kuwait","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Riga","Latvia","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Beirut","Lebanon","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Tripoli","Libya","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Vilnius","Lithuania","Embassy / High Commission","Embassy"
"Austria","8.5","437","","25","33","Luxembourg","Luxembourg","Embassy / High Commission","Embassy"
