"COUNTRY","POPULATION (M)","GDP (B, USD)","G20 RANK","OECD RANK","OVERALL RANK","POST CITY","POST COUNTRY","TYPE OF POST","POST TYPE TITLE"
"China","1364.3","10355","3","","3","Kampala","Uganda","Embassy / High Commission","Embassy"
"China","1364.3","10355","3","","3","Kiev","Ukraine","Embassy / High Commission","Embassy"
"China","1364.3","10355","3","","3","Abu Dhabi","United Arab Emirates","Embassy / High Commission","Embassy"
"China","1364.3","10355","3","","3","London","United Kingdom","Embassy / High Commission","Embassy"
"China","1364.3","10355","3","","3","Washington DC","United States","Embassy / High Commission","Embassy"
"China","1364.3","10355","3","","3","Montevideo","Uruguay","Embassy / High Commission","Embassy"
"China","1364.3","10355","3","","3","Tashkent","Uzbekistan","Embassy / High Commission","Embassy"
"China","1364.3","10355","3","","3","Port Vila","Vanuatu","Embassy / High Commission","Embassy"
"China","1364.3","10355","3","","3","Caracas","Venezuela Bolivarian Republic of","Embassy / High Commission","Embassy"
"China","1364.3","10355","3","","3","Ho Chi Minh City","Vietnam","Embassy / High Commission","Embassy"
"China","1364.3","10355","3","","3","Lusaka","Zambia","Embassy / High Commission","Embassy"
"China","1364.3","10355","3","","3","Harare","Zimbabwe","Embassy / High Commission","Embassy"
"China","1364.3","10355","3","","3","Niamey","Niger","Embassy / High Commission","Embassy"
"China","1364.3","10355","3","","3","Abuja","Nigeria","Embassy / High Commission","Embassy"
"China","1364.3","10355","3","","3","Adelaide","Australia","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Brisbane","Australia","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Melbourne","Australia","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Perth","Australia","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Sydney","Australia","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Santa Cruz","Bolivia Plurinational State of","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Rio de Janeiro","Brazil","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Sao Paolo","Brazil","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Douala","Cameroon","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Calgary","Canada","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Montreal","Canada","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Toronto","Canada","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Vancouver","Canada","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Iquique","Chile","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Barranquilla","Colombia","Consulate / Consulate-General","Consulate"
"China","1364.3","10355","3","","3","Guayaquil","Ecuador","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Alexandria","Egypt","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Bata","Equatorial Guinea","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Lyon","France","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Marseille","France","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Reunion Island","France","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Strasbourg","France","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Papeete","French Polynesia","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Dusseldorf","Germany","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Frankfurt","Germany","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Hamburg","Germany","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Munich","Germany","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Kolkata","India","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Mumbai","India","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Denpasar","Indonesia","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Medan","Indonesia","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Surabaya","Indonesia","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Erbil","Iraq","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Florence","Italy","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Milan","Italy","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Fukuoka","Japan","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Nagasaki","Japan","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Nagoya","Japan","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Niigata","Japan","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Osaka","Japan","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Sapporo","Japan","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Almaty","Kazakhstan","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Chondjin","Korea Democratic People's Republic of (North Korea)","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Busan","Korea Republic of (South Korea)","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Gwangju","Korea Republic of (South Korea)","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Jeju","Korea Republic of (South Korea)","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Luangprabang","Lao People's Democratic Republic","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Kota Kinabalu","Malaysia","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Kuching","Malaysia","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Penang","Malaysia","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Tijuana","Mexico","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Zamyn-Uud","Mongolia","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Podgorica","Montenegro","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Mandalay","Myanmar","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Willemstad","Netherlands","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Auckland","New Zealand","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Christ Church","Barbados","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Lagos","Nigeria","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Karachi","Pakistan","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Lahore","Pakistan","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Cebu","Philippines","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Laoag","Philippines","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Gdansk","Poland","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Constanta","Romania","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Irkutsk","Russian Federation","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Khabarovsk","Russian Federation","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","St. Petersburg","Russian Federation","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Yekaterinburg","Russian Federation","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Jeddah","Saudi Arabia","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Cape Town","South Africa","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Durban","South Africa","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Johannesburg","South Africa","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Barcelona","Spain","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Gothenburg","Sweden","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Zurich","Switzerland","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Zanzibar","Tanzania United Republic of","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Chiang Mai","Thailand","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Khon Kaen","Thailand","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Songkhala","Thailand","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Istanbul","Turkey","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Izmir","Turkey","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Odessa","Ukraine","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Dubai","United Arab Emirates","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Edinburgh","United Kingdom","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Manchester","United Kingdom","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Chicago","United States","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Houston","United States","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Los Angeles","United States","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","New York","United States","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","San Francisco","United States","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Ho Chi Minh City","Vietnam","Consulate / Consulate-General","Consulate-General"
"China","1364.3","10355","3","","3","Vienna","Austria","Permanent Mission","Mission to UN/Int'l Orgs"
"China","1364.3","10355","3","","3","Brussels","Belgium","Permanent Mission","Mission to EU"
"China","1364.3","10355","3","","3","Addis Ababa","Ethiopia","Permanent Mission","Mission to African Union"
"China","1364.3","10355","3","","3","Jakarta","Indonesia","Permanent Mission","Mission to ASEAN"
"China","1364.3","10355","3","","3","Geneva","Switzerland","Permanent Mission","Mission to UN/Int'l Orgs"
"China","1364.3","10355","3","","3","Geneva","Switzerland","Permanent Mission","Mission to WTO"
"China","1364.3","10355","3","","3","Bangkok","Thailand","Permanent Mission","Mission to ESCAP"
"China","1364.3","10355","3","","3","New York","United States","Permanent Mission","Mission to UN"
"China","1364.3","10355","3","","3","Ramallah","Palestine*","Other","Representative Office"
"Czech Republic","10.5","205","","19","26","Kabul","Afghanistan","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Tirana","Albania","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Algiers","Algeria","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Buenos Aires","Argentina","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Yerevan","Armenia","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Canberra","Australia","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Vienna","Austria","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Baku","Azerbaijan","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Minsk","Belarus","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Brussels","Belgium","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Sarajevo","Bosnia and Herzegovina","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Brasilia","Brazil","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Sofia","Bulgaria","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Phnom Penh","Cambodia","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Ottawa","Canada","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Santiago","Chile","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Beijing","China","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Bogota","Colombia","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Zagreb","Croatia","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Havana","Cuba","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Nicosia","Cyprus","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Copenhagen","Denmark","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Cairo","Egypt","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Talinn","Estonia","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Addis Ababa","Ethiopia","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Helsinki","Finland","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Paris","France","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Tbilisi","Georgia","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Berlin","Germany","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Accra","Ghana","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Athens","Greece","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Budapest","Hungary","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","New Delhi","India","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Jakarta","Indonesia","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Tehran","Iran Islamic Republic of","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Baghdad","Iraq","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Dublin","Ireland","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Tel Aviv","Israel","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Rome","Italy","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Tokyo","Japan","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Amman","Jordan","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Astana","Kazakhstan","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Nairobi","Kenya","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Pyongyang","Korea Democratic People's Republic of (North Korea)","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Seoul","Korea Republic of (South Korea)","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Pristina","Kosovo*","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Kuwait City","Kuwait","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Riga","Latvia","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Beirut","Lebanon","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Tripoli","Libya","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Vilnius","Lithuania","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Luxembourg","Luxembourg","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Skopje","Macedonia the former Yugoslav Republic of","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Kuala Lumpur","Malaysia","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Mexico City","Mexico","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Chisinau","Moldova Republic of","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Ulaanbaatar","Mongolia","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Podgorica","Montenegro","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Rabat","Morocco","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Yangon","Myanmar","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","The Hague","Netherlands","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Abuja","Nigeria","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Oslo","Norway","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Islamabad","Pakistan","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Lima","Peru","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Manila","Philippines","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Warsaw","Poland","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Lisbon","Portugal","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Doha","Qatar","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Bucharest","Romania","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Moscow","Russian Federation","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Riyadh","Saudi Arabia","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Dakar","Senegal","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Belgrade","Serbia","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Bratislava","Slovak Republic","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Ljubljana","Slovenia","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Pretoria","South Africa","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Madrid","Spain","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Stockholm","Sweden","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Bern","Switzerland","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Bangkok","Thailand","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Tunis","Tunisia","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Ankara","Turkey","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Kiev","Ukraine","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Abu Dhabi","United Arab Emirates","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","London","United Kingdom","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Washington DC","United States","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Tashkent","Uzbekistan","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Holy See","Holy See (Vatican City State)","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Hanoi","Vietnam","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Harare","Zimbabwe","Embassy / High Commission","Embassy"
"Czech Republic","10.5","205","","19","26","Sydney","Australia","Consulate / Consulate-General","Consulate"
"Czech Republic","10.5","205","","19","26","Sao Paolo","Brazil","Consulate / Consulate-General","Consulate-General"
"Czech Republic","10.5","205","","19","26","Toronto","Canada","Consulate / Consulate-General","Consulate-General"
"Czech Republic","10.5","205","","19","26","Chengdu","China","Consulate / Consulate-General","Consulate-General"
"Czech Republic","10.5","205","","19","26","Hong Kong","China","Consulate / Consulate-General","Consulate-General"
"Czech Republic","10.5","205","","19","26","Shanghai","China","Consulate / Consulate-General","Consulate-General"
"Czech Republic","10.5","205","","19","26","Dresden","Germany","Consulate / Consulate-General","Consulate-General"
"Czech Republic","10.5","205","","19","26","Dusseldorf","Germany","Consulate / Consulate-General","Consulate"
"Czech Republic","10.5","205","","19","26","Munich","Germany","Consulate / Consulate-General","Consulate-General"
"Czech Republic","10.5","205","","19","26","Erbil","Iraq","Consulate / Consulate-General","Consulate-General"
"Czech Republic","10.5","205","","19","26","St. Petersburg","Russian Federation","Consulate / Consulate-General","Consulate-General"
"Czech Republic","10.5","205","","19","26","Yekaterinburg","Russian Federation","Consulate / Consulate-General","Consulate-General"
"Czech Republic","10.5","205","","19","26","Istanbul","Turkey","Consulate / Consulate-General","Consulate-General"
"Czech Republic","10.5","205","","19","26","Lviv","Ukraine","Consulate / Consulate-General","Consulate-General"
"Czech Republic","10.5","205","","19","26","Chicago","United States","Consulate / Consulate-General","Consulate-General"
"Czech Republic","10.5","205","","19","26","Los Angeles","United States","Consulate / Consulate-General","Consulate-General"
"Czech Republic","10.5","205","","19","26","New York","United States","Consulate / Consulate-General","Consulate-General"
"Czech Republic","10.5","205","","19","26","Vienna","Austria","Permanent Mission","Mission to OSCE/UN"
"Czech Republic","10.5","205","","19","26","Brussels","Belgium","Permanent Mission","Mission to EU"
"Czech Republic","10.5","205","","19","26","Brussels","Belgium","Permanent Mission","Mission to NATO"
"Czech Republic","10.5","205","","19","26","Geneva","Switzerland","Permanent Mission","Mission to UN"
"Czech Republic","10.5","205","","19","26","New York","United States","Permanent Mission","Mission to UN"
"Czech Republic","10.5","205","","19","26","Ramallah","Palestine*","Other","Representative Office"
"Czech Republic","10.5","205","","19","26","Taipei","Taiwan*","Other","Economic & Cultural Office"
"Denmark","5.6","342","","26","34","Kabul","Afghanistan","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Tirana","Albania","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Buenos Aires","Argentina","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Canberra","Australia","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Vienna","Austria","Embassy / High Commission","Embassy & Mission to OSCE"
"Denmark","5.6","342","","26","34","Dhaka","Bangladesh","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Brussels","Belgium","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Brasilia","Brazil","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Sofia","Bulgaria","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Ouagadougou","Burkina Faso","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Ottawa","Canada","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Santiago","Chile","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Beijing","China","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Bogota","Colombia","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Zagreb","Croatia","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Prague","Czech Republic","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Cairo","Egypt","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Talinn","Estonia","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Addis Ababa","Ethiopia","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Helsinki","Finland","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Paris","France","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Berlin","Germany","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Accra","Ghana","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Athens","Greece","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Budapest","Hungary","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Reykjavik","Iceland","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","New Delhi","India","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Jakarta","Indonesia","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Tehran","Iran Islamic Republic of","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Dublin","Ireland","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Tel Aviv","Israel","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Rome","Italy","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Tokyo","Japan","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Nairobi","Kenya","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Seoul","Korea Republic of (South Korea)","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Riga","Latvia","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Beirut","Lebanon","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Vilnius","Lithuania","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Kuala Lumpur","Malaysia","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Bamako","Mali","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Mexico City","Mexico","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Rabat","Morocco","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Yangon","Myanmar","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","The Hague","Netherlands","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Abuja","Nigeria","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Oslo","Norway","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Islamabad","Pakistan","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Manila","Philippines","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Warsaw","Poland","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Lisbon","Portugal","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Bucharest","Romania","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Moscow","Russian Federation","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Riyadh","Saudi Arabia","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Belgrade","Serbia","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Singapore","Singapore","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Pretoria","South Africa","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Madrid","Spain","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Stockholm","Sweden","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Dar Es Salaam","Tanzania United Republic of","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Bangkok","Thailand","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Ankara","Turkey","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Kampala","Uganda","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Kiev","Ukraine","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Abu Dhabi","United Arab Emirates","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","London","United Kingdom","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Washington DC","United States","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Hanoi","Vietnam","Embassy / High Commission","Embassy"
"Denmark","5.6","342","","26","34","Sydney","Australia","Consulate / Consulate-General","Consulate-General"
"Denmark","5.6","342","","26","34","Sao Paolo","Brazil","Consulate / Consulate-General","Consulate-General"
"Denmark","5.6","342","","26","34","Toronto","Canada","Consulate / Consulate-General","Consulate-General"
"Denmark","5.6","342","","26","34","Chongqing","China","Consulate / Consulate-General","Consulate-General"
