"send_country","meta_population_millions","meta_gdp_usd_billions"
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"Chile",18.7,298
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"China",1400.8,14026
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Czech Republic",10.6,245
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Denmark",5.8,352
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Estonia",1.3,30
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"Finland",5.5,274
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"France",67,2778
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
"Germany",82.9,3997
