"send_country","rank_g20","rank_OECD","rank_asia","rank_overall"
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Australia",18,20,NA,27
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Austria",NA,25,NA,36
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
