"send_country","rank_g20","rank_OECD","rank_asia","rank_overall"
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Bangladesh",NA,NA,12,44
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Belgium",NA,19,NA,26
"Bhutan",NA,NA,22,61
"Bhutan",NA,NA,22,61
"Bhutan",NA,NA,22,61
"Bhutan",NA,NA,22,61
"Bhutan",NA,NA,22,61
"Bhutan",NA,NA,22,61
"Bhutan",NA,NA,22,61
"Bhutan",NA,NA,22,61
"Bhutan",NA,NA,22,61
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brazil",8,NA,NA,8
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Brunei Darussalam",NA,NA,18,55
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Cambodia",NA,NA,21,58
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Canada",15,13,NA,18
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"Chile",NA,18,NA,24
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
"China",1,NA,1,1
